title,name_genres,popularity
Strange Bedfellows,Comedy Foreign Romance,1.067539
The Tenant,Horror Thriller Fantasy,6.583984
The Advocate,Drama History Thriller Crime Romance Foreign Comedy,0.477374
Up the Sandbox,Drama Comedy,0.13845
"What's Up, Doc?",Comedy Romance,3.427108
Hulk,Drama Action Science Fiction,15.422638
"Legally Blonde 2: Red, White & Blonde",Comedy,7.288046
Sinbad: Legend of the Seven Seas,Family Animation Adventure,8.388773
Terminator 3: Rise of the Machines,Action Thriller Science Fiction,20.818907
Swimming Pool,Thriller Crime,14.481103
Pirates of the Caribbean: The Curse of the Black Pearl,Adventure Fantasy Action,47.326665
Madame Satã,Drama,0.621761
The League of Extraordinary Gentlemen,Fantasy Action Thriller Science Fiction,10.488765
The Cuckoo,Drama History Romance,2.481165
The Holy Land,Drama,0.001714
The Housekeeper,Comedy Drama Romance,0.827852
I Capture the Castle,Drama Romance,2.625315
Km. 0,Comedy Romance,0.678689
Northfork,Fantasy Drama Science Fiction,3.450973
Bad Boys II,Adventure Action Comedy Thriller Crime,8.191436
How to Deal,Drama Comedy Romance,3.568531
Johnny English,Adventure Action Comedy,8.739991
The Anarchist Cookbook,Drama Comedy Thriller,1.02291
Dirty Pretty Things,Crime Drama Thriller,5.349653
L'imbalsamatore,Foreign Drama Romance,1.40558
Garage Days,Comedy Drama Music,1.002876
On the Run,Thriller,0.103334
The Sea Is Watching,Drama Foreign Romance,1.550933
Born to Be Wild,Drama Family,1.315948
Curly Sue,Comedy Drama Family Romance,8.965053
Little Giants,Comedy Family,5.045874
Loose Cannons,Action Comedy Crime Mystery Thriller,1.961208
The Mouse That Roared,Comedy,2.612138
Spencer's Mountain,Drama Comedy,5.477087
Masked and Anonymous,Drama Music,2.524264
Lara Croft Tomb Raider: The Cradle of Life,Action Adventure Fantasy Thriller,13.076349
Seabiscuit,Drama History,7.851669
Spy Kids 3-D: Game Over,Action Adventure Comedy Family Science Fiction,8.025145
Buffalo Soldiers,Drama Comedy War Crime Thriller,6.134588
Camp,Comedy Music,6.411695
Hotel,Comedy,0.763339
"Lucía, Lucía",Adventure Drama Comedy Thriller Crime Romance Foreign,0.831106
Mondays in the Sun,Drama,2.061389
Scorched,Comedy Crime,4.163428
Avanti!,Comedy Drama Romance,10.088989
Eve of Destruction,Action Science Fiction,2.277758
Gator,Drama Crime Action,3.078583
Juggernaut,Thriller Action Crime,11.665082
Kickboxer 2:  The Road Back,Action Adventure,8.500628
"Kiss Me, Stupid",Comedy Romance,2.126174
"One, Two, Three",Comedy Family,3.044499
Possible Loves,Drama Thriller,0.388631
The Private Life of Sherlock Holmes,Adventure Comedy Crime Mystery Romance Thriller,4.127728
Remo Williams: The Adventure Begins...,Comedy Action Adventure,11.106754
The Blood of Heroes,Action Adventure Science Fiction,10.3371
"What's Up, Tiger Lily?",Action Comedy,2.916982
White Lightning,Drama Action Crime,2.580493
American Wedding,Comedy Romance,14.397139
Gigli,Drama,11.415316
And Now... Ladies and Gentlemen...,Drama Romance Thriller,0.991888
Boys Life 4: Four Play,,0.066548
I'll Be There,Comedy Drama Family Music,0.336765
The Magdalene Sisters,Drama,5.725912
The Secret Lives of Dentists,Drama,0.947554
Freaky Friday,Comedy,7.867999
Seaside,Drama Foreign,0.69918
S.W.A.T.,Action Thriller Crime,13.334952
Le Divorce,Comedy Drama Romance,8.73915
Princess Blade,Action Science Fiction,1.287847
Step Into Liquid,Documentary Drama,1.436072
Accattone,Drama,2.557031
The Making of '...And God Spoke',,0.179149
Big Trouble,Action Comedy,0.329531
Brain Damage,Comedy Horror,4.899686
A Double Life,Drama Thriller Crime,0.818896
Hawks and Sparrows,Comedy Drama,2.833298
The Man in the Glass Booth,Action Drama Thriller,0.528522
Purpose,Thriller,0.557885
The Red Pony,Action Drama Western,0.843101
Sex & the Other Man,Drama Comedy,0.174274
The Gospel According to Matthew,History Drama,2.534184
The Honeymoon Killers,Crime Drama Thriller,2.746721
Umberto D.,Drama,5.71023
Brother's Keeper,Documentary,0.003013
The Day of the Dolphin,Action Crime Drama Science Fiction Thriller,6.474497
I Love You to Death,Action Comedy Crime,8.11216
Freddy vs. Jason,Horror,14.015739
Grind,Action Comedy,2.638079
Open Range,Western,16.532577
Shaolin Soccer,Action Comedy,8.461631
Uptown Girls,Comedy,5.555088
American Splendor,Comedy Drama,7.05435
The Backyard,Documentary,0.132979
Carnage,Drama Foreign,0.100901
Passionada,Comedy Romance,0.475951
Agent Cody Banks,Action,10.445141
Camp Nowhere,Comedy Drama Family,3.872061
The Cemetery Club,Comedy,0.562187
Changing Habits,Romance Comedy Drama,0.621816
Hot Dog... The Movie,Comedy,2.029222
House of Wax,Crime Horror Mystery,9.072006
The Inn of the Sixth Happiness,Drama,1.064714
Man's Best Friend,Horror Science Fiction Thriller,4.719295
Of Unknown Origin,Horror,3.009764
Royal Deceit,Drama Adventure,3.709507
Rowing with the Wind,Horror Drama Romance Thriller,0.00469
The Rachel Papers,Comedy Romance,1.348913
The Sure Thing,Comedy Drama Romance,4.285337
Thrashin',Action Drama,7.723056
Valley Girl,Comedy Romance,8.438808
Wait Until Dark,Horror Crime Thriller,6.216637
Where the Rivers Flow North,Drama,0.177709
Code Unknown,War Drama Romance,11.251674
Showdown in Little Tokyo,Action Thriller,11.521011
Tokyo Story,Drama,10.009423
The Green Ray,Drama Romance,2.194581
THX 1138,Drama Mystery Science Fiction,8.152085
Valley of the Dolls,Music Drama Romance,2.474398
The Business of Fancydancing,Music Drama,0.102743
Chunhyang,Drama Romance,0.644469
Tunes of Glory,Drama,1.336759
Kind Hearts and Coronets,Comedy Drama,9.753718
Ash Wednesday,Drama Action Crime,1.061924
Joe Kidd,Western,5.809807
The Keep,Horror,3.554491
Atragon,Foreign Science Fiction,1.387117
The Mysterians,Science Fiction,1.138696
Attack of the Puppet People,Horror Science Fiction,0.475441
"The Beast from 20,000 Fathoms",Adventure Horror Science Fiction,3.424057
10,Comedy Romance,8.539083
Tremors,Action Horror,15.750026
The Red Shoes,Drama Romance,10.44551
Me & Isaac Newton,Documentary,0.00323
The Pink Panther,Comedy Crime,7.851263
The Pink Panther Strikes Again,Comedy Mystery,5.58692
Commando,Action Adventure Thriller,10.193652
Dracula,Horror Romance,3.31004
The Discreet Charm of the Bourgeoisie,Comedy,4.8779
Waco: The Rules of Engagement,Documentary,0.455574
The Road Home,Drama Romance,2.611492
Ikiru,Drama,7.843562
Comic Book Villains,Action Comedy,1.237955
An Angel at My Table,Drama,2.649447
War Photographer,Documentary Foreign,0.937069
"Ay, Carmela!",Drama Comedy War,0.940509
War and Peace,,0.003492
Far Away,Drama Romance,0.060327
Incident at Oglala,Documentary,0.501794
Predictions of Fire,Music Documentary,0.038007
The Handmaid's Tale,Drama Science Fiction,3.163613
Revolution OS,Documentary,3.14531
Live Nude Girls Unite!,Documentary,0.001272
All the Little Animals,Drama Adventure,1.745282
Earth,Drama,3.877988
Fire,Drama Romance,5.398354
Death in Venice,Drama,3.770948
Marci X,Comedy,4.15656
The Medallion,Thriller Fantasy Action Comedy,9.885859
My Boss's Daughter,Comedy Romance,13.49615
Autumn Spring,Family Comedy Drama,0.5724
The Battle of Shaker Heights,Comedy Drama Romance,10.536668
Don't Tempt Me,Comedy,1.214691
Dust,Action Drama Romance Western,1.210809
Stoked: The Rise And Fall Of Gator,Documentary,0.782053
Venus Boyz,Documentary,0.45331
Suddenly,Drama Comedy,0.214796
Jeepers Creepers 2,Horror Thriller,14.786032
Bollywood/Hollywood,Comedy Drama Music Romance,2.015731
Civil Brand,Crime Drama Thriller,0.436695
Nola,Comedy Romance,0.349913
Once Upon a Time in the Midlands,Action Comedy Drama Romance,1.32996
The Other Side of the Bed,Romance Drama,1.99771
Zero Day,Drama,1.394528
Dickie Roberts: Former Child Star,Comedy,6.957601
The Order,Drama Fantasy Horror Mystery Romance Thriller,5.370818
Home Room,Drama,6.040767
Party Monster,Comedy Drama Crime,3.007842
Taking Sides,Drama,5.760896
Cabin Fever,Horror,6.466688
Matchstick Men,Comedy Drama Crime Thriller,5.539265
Once Upon a Time in Mexico,Action,8.843365
Dummy,Comedy Drama Romance,2.171254
Lost in Translation,Drama,11.609441
Luster,Drama,1.641912
Millennium Actress,Animation Drama Romance,5.330725
So Close,Action Thriller,3.905881
Children Of The Night,Horror,0.312221
Daisy Miller,Drama Romance,1.053839
Enlightenment Guaranteed,Comedy,1.026911
Gotcha!,Action Comedy Thriller,6.086982
Hard to Hold,Comedy Drama Romance,0.006668
Kuffs,Action Comedy Crime,6.370387
Once Upon a Time in China,Action Drama,5.476134
Once Upon a Time in China II,Action Comedy,3.606688
Once Upon a Time in China III,Action,8.507688
Paper Moon,Comedy Crime Drama,6.471879
Sgt. Pepper's Lonely Hearts Club Band,Adventure Music Family,2.32677
A Song for Martin,Drama Romance Foreign,0.156531
Targets,Thriller,1.738863
The Ugly American,Thriller Drama,0.875873
The Bostonians,Drama Romance,0.182355
Convoy,Action Comedy Drama,4.925738
Day of the Dead,Horror Science Fiction,8.801822
"Hello, Dolly!",Comedy Family Music Romance,8.407519
I'm Going Home,Drama Foreign,1.789982
Memoirs of an Invisible Man,Comedy Fantasy Science Fiction,6.064099
The Rose,Drama Music Romance,2.132964
See No Evil,Crime Thriller Mystery,0.732123
Super Sucker,Comedy,0.367595
Indiscretion of an American Wife,Drama Romance,0.895958
At War with the Army,Comedy,3.355457
Bingo,Action Adventure Comedy Family,2.68101
God Told Me To,Horror Thriller Mystery,1.903143
"I, Madman",Horror Thriller,5.593601
Jungle Book,Action Adventure Family Fantasy,2.467773
Once Bitten,Horror Comedy Romance,6.174699
Shrimp on the Barbie,Comedy Romance,0.879697
Squirm,Horror,3.192931
The Adventures of Huckleberry Finn,Drama Family Adventure Comedy,0.918072
The Brood,Horror Science Fiction Thriller,9.445978
The Prince and the Pauper,Adventure Drama Family Fantasy,5.67106
Anything Else,Comedy Romance,11.10416
Cold Creek Manor,Mystery Thriller,5.84474
The Fighting Temptations,Comedy Music Romance,2.18689
Secondhand Lions,Comedy Drama Family,8.636608
Underworld,Fantasy Action Thriller,20.624333
Bubba Ho-tep,Comedy Horror Thriller Mystery Fantasy,5.574383
Casa de los Babys,Drama,2.329471
Demonlover,Thriller Drama Mystery,5.821242
Esmeraldero,,0.002353
Close Your Eyes,Crime Horror Thriller Mystery,6.327386
In This World,Drama Foreign,0.907637
Tibet: Cry of the Snow Lion,Documentary,0.152361
Yossi & Jagger,War Drama Romance,1.948701
Duplex,Action Comedy Thriller,12.160363
The Rundown,Adventure Action Comedy Thriller,8.304835
Under the Tuscan Sun,Romance,8.508008
Camera Obscura,,0.037259
Kart Racer,Action Drama Family,0.700658
Luther,Drama History,7.182909
Mambo Italiano,Comedy Romance,2.873356
My Life Without Me,Drama Romance,10.310508
National Lampoon Presents Dorm Daze,Comedy,4.640429
To Be and to Have,Documentary,1.57002
The Triplets of Belleville,Adventure Animation Comedy Drama,8.35586
Videodrome,Horror Mystery Science Fiction,7.945039
Life and Debt,Documentary,0.250317
Lagaan: Once Upon a Time in India,Adventure Drama Music Romance,4.97451
Judgment at Nuremberg,Drama History,9.697105
Journey of Hope,Drama,0.022568
"Same Time, Next Year",Comedy Drama Romance,2.103581
A Brief History of Time,Documentary,2.4312
Jacob the Liar,History Drama Comedy,2.072612
Leningrad Cowboys Go America,Comedy,6.590913
The Rules of the Game,Drama Comedy Romance,5.568997
The Song Remains the Same,Documentary Music,1.974016
Seven Brides for Seven Brothers,Comedy Drama Western Music,5.748536
Kiss of the Spider Woman,Drama,3.570377
All the President's Men,Drama History Mystery Thriller,12.421754
Angie,Comedy Drama Romance,0.603104
The Apartment,Mystery Drama Romance,6.228174
Avalon,Action Science Fiction,5.019679
Babette's Feast,Comedy Drama,10.139954
The Barber of Siberia,Comedy Drama Romance,1.928011
Beethoven,Comedy Family,9.322717
Beethoven's 2nd,Family Comedy,5.886769
Black Moon Rising,Science Fiction Action Thriller,2.379451
Boyz n the Hood,Crime Drama,6.866506
Bugsy,Drama Crime,5.516316
Bugsy Malone,Drama Action Comedy Music Family,5.348193
By the Sword,Drama,0.460399
Cobra,Action Crime Thriller,6.892829
Common Wealth,Comedy Horror,3.693966
Consenting Adults,Crime Drama Mystery,2.967012
Phenomena,Horror Thriller,5.621519
Crimewave,Thriller Comedy Crime,3.718284
Crying Freeman,Action Crime,7.603066
Time and Tide,Drama Action Thriller Crime,2.587753
The Meaning of Life,Comedy,11.085432
Where Eagles Dare,Adventure Drama Action History War,12.088407
Tightrope,Mystery Thriller Crime Drama,8.991304
Sleeping with the Enemy,Drama Crime Thriller,8.560694
PCU,Comedy,8.888278
The Rookie,Action Crime Drama Thriller,8.110591
The Ghost & Mr. Chicken,Comedy Family Mystery Romance,1.907872
City Heat,Action Comedy Crime,12.881025
Into the Night,Comedy Drama Thriller,5.709878
Three O'Clock High,Comedy,3.552005
White Hunter Black Heart,Adventure Drama Action,3.82281
Come and See,Drama History War,12.643242
A Rage in Harlem,Crime Comedy,2.404818
Ginger Snaps,Drama Horror,5.603312
More American Graffiti,Comedy Drama War,3.084426
The Ballad of Little Jo,Romance Drama Western,1.049852
Under Suspicion,Crime Drama Thriller,2.774589
Ruby,Drama Action Thriller Crime,0.289508
The Reluctant Astronaut,Science Fiction Comedy Family,1.765691
The Shakiest Gun in the West,Comedy Family Western,1.053244
It's Pat,Comedy,2.022118
Sunday in the Country,Drama Crime Thriller,0.003013
The Gun in Betty Lou's Handbag,Comedy Thriller Mystery,1.386549
Sudden Fear,Drama Thriller,1.184996
Nobody's Baby,Comedy,0.8724
Regarding Henry,Drama,6.972737
The Debut,Drama,0.212418
Wilder Napalm,Fantasy Comedy Science Fiction Romance,1.765977
Contamination,Adventure Science Fiction Horror Romance,1.06063
The Amazing Transparent Man,Science Fiction Thriller,1.492473
Love Affair,Drama Romance,3.251277
Once in the Life,Action Crime Drama,0.241579
Try Seventeen,Comedy Romance Drama,2.814091
The Hospital,Mystery Comedy Drama,2.523584
Article 99,Comedy Drama,2.471038
Images,Drama Fantasy Horror,1.689005
Eureka,Drama Action Thriller,1.721489
Oleanna,Drama,1.954153
Chattahoochee,Drama,1.777657
Tough Guys Don't Dance,Drama Comedy Crime Mystery Thriller,0.957019
There Goes My Baby,Drama Comedy,0.377787
Kingdom of the Spiders,Horror Science Fiction,2.884359
Scrooge,Fantasy Drama Family,10.012358
Leap of Faith,Comedy Drama Romance,5.25527
Gas Food Lodging,Drama Romance,1.072438
In Cold Blood,Crime Drama,8.592792
Campus Man,Comedy,0.000844
The Bedford Incident,Action Drama Thriller War,2.61096
Murderous Maids,Drama,0.607812
Yankee Doodle Dandy,Drama Music,3.658274
Ninja Scroll,Action Animation Fantasy,7.634365
Knife in the Water,Drama,9.474616
The Devil and Daniel Webster,Comedy Drama Fantasy,6.735297
Mobsters,Drama Action Thriller Crime,12.511561
Charlotte Sometimes,Drama Romance,0.193088
Out of Time,Thriller Crime Drama,10.738888
School of Rock,Comedy Music,17.95142
Concert for George,Music,1.416876
The Event,Drama Thriller,0.213473
9 Dead Gay Guys,Crime Comedy,1.055872
The Station Agent,Drama Comedy,5.85469
Wonderland,Crime Drama Mystery Thriller,8.062123
Bus 174,Documentary Foreign,1.512013
Mystic River,Thriller Crime Drama Mystery,12.602438
Good Boy!,Comedy Family Science Fiction,6.575505
House of the Dead,Horror Action Thriller,5.701278
Intolerable Cruelty,Crime Comedy Romance,13.469862
Kill Bill: Vol. 1,Action Crime,25.261865
Dopamine,Comedy Romance,0.401575
The Flower of Evil,Drama,1.528012
Girls Will Be Girls,Comedy,0.450419
Porn Theater,Drama,1.75109
Runaway Jury,Drama Thriller,8.810961
The Texas Chainsaw Massacre,Horror,7.810068
Pieces of April,Comedy Drama,4.19275
Returner,Action Adventure Science Fiction,4.223815
Sylvia,Drama Romance,11.37237
Veronica Guerin,Drama Crime Thriller,9.548519
In the Cut,Mystery Thriller,5.799628
Beyond Borders,Drama Romance Adventure War,8.940335
Radio,Drama,5.81647
Scary Movie 3,Comedy,11.142209
Brother Bear,Adventure Animation Family,12.300905
Elephant,Drama Crime,6.447312
Gypsy 83,Drama,0.469538
The Singing Detective,Comedy Music Mystery Crime,12.650143
The Italian Job,Action Crime Comedy Thriller,9.371815
Impulse,Horror Mystery Science Fiction Thriller,0.47699
Normal,Drama,4.898537
Shoah,Documentary,1.978031
Unconditional Love,Drama Comedy Thriller,8.173719
Sweet Sixteen,Crime Drama,12.130265
Alien from L.A.,Action Family Science Fiction,1.377641
Black Sunday,Action Drama Thriller,4.05337
Men of Respect,Drama Action Crime,0.843494
Interstate 60,Adventure Comedy Drama Fantasy Mystery,7.335241
Lipstick,Drama Thriller,0.522987
Storyville,Drama Mystery,0.810096
That was Then... This is Now,Drama,0.619283
Holy Matrimony,Comedy,2.293644
The Black Scorpion,Horror Science Fiction,0.748812
The Eye,Horror,4.827322
Captain Kronos: Vampire Hunter,Adventure Horror,2.980415
The Jolson Story,Drama Music,1.193303
You'll Never Get Rich,Comedy Music Romance,3.467439
Frankenstein and the Monster from Hell,Horror Science Fiction,8.388808
Preaching to the Perverted,Comedy,1.25361
Chicago Joe and the Showgirl,Romance Drama Crime,0.751073
The Magic Sword,Adventure Fantasy Drama Action Family,1.362469
Promised Land,Drama Romance,0.809129
Aparajito,Drama,2.80051
The Hired Hand,Western,1.500499
Le Cercle Rouge,Drama Thriller Crime,6.616907
Man of Marble,Drama History,2.78344
Sherlock Holmes and the Voice of Terror,Drama Mystery Thriller,2.134728
Sherlock Holmes Faces Death,Drama Mystery Thriller,1.454775
Sherlock Holmes in Washington,Drama Action Thriller Mystery,5.165507
The Solid Gold Cadillac,Comedy Romance,0.441071
The Human Stain,Drama Thriller Romance,8.408429
"Die, Mommie, Die!",Comedy,0.950658
Dirt,Comedy Crime,0.078905
Girlhood,Documentary,0.190009
Mail Order Bride,Action Comedy Drama Romance Thriller,0.788215
Shattered Glass,Drama History,6.0872
Suspended Animation,Horror Thriller,0.124863
The Matrix Revolutions,Adventure Action Thriller Science Fiction,15.368205
The Revolution Will Not Be Televised,Documentary,1.845605
Elf,Comedy Family Fantasy,8.754132
Standard Time,Music Romance,0.00239
Billabong Odyssey,Action Adventure Documentary,0.003916
